"","Genus","Species","Glucose_F","Galactose_F","Sucrose_F","Maltose_F","Lactose_F","Raffinose_F","Trehalose_F","Glucose","Inulin","Sucrose","Raffinose","Melibiose","Galactose","Lactose","Trehalose","Maltose","Melezitose","Methyl-?-D-glucoside","Soluble Starch","Cellobiose","Salicin","L-Sorbose","L-Rhamnose","D-Xylose","L-Arabinose","D-Arabinose","D-Ribose","Methanol","Ethanol","Glycerol","Erythritol","Ribitol","Galactitol","D-Mannitol","D-Glucitol","myo-Inositol","DL-Lactate","Succinate","Citrate","D-Gluconate","D-Glucosamine","Nitrate","Vitamin-free","2-Keto-D-gluconate","Starch formation","Growth at 19°C","Growth at 25°C","Growth at 30°C","Growth at 37°C"
"572","Ambrosiozyma","A. philentoma",1,0,0.5,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,"0",1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,"0",0,0,1,1,1,0
"573","Ambrosiozyma","A. platypodis",1,0,0,0.5,0,0,0.5,1,0,1,0,0,0,0,1,1,1,1,0.5,1,1,0,1,1,0,"0",1,0,1,1,1,1,0,1,1,0,0.5,1,1,0,1,1,"0",0,0,1,1,1,0
"574","Ascobotryozyma","A. americana",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,"0",0,0,0.5,1,0,0,0,0.5,1,0,1,1,0,0,0,0,"0",0.5,0,1,1,1,0
"575","Ascobotryozyma","A. cognata",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,"0",0,0,0.5,1,0,0,0,1,1,0,1,1,0,0,0,0,NA,1,NA,1,1,1,0.5
"576","Babjeviella","B. inositovora ",0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,"1",0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,"0",0,0,1,1,1,0
"577","Botryozyma","B. mucatilis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,"0",1,0,1,1,1,0
"578","Botryozyma","B. nematodophila ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,"0",1,NA,1,1,NA,NA
"579","Candida","C. aaseri",0.5,0.5,0,0,0,0,0,1,0,1,0,0,1,0.5,1,1,1,1,0,1,1,1,0,1,1,"0.5",1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,"0",0,0,1,1,1,1
"580","Candida","C. aglyptinia",1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,"0",0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,"0",1,0,1,1,1,0
"581","Candida","C. akabanensis ",1,1,1,1,0,1,NA,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,"1",1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"582","Candida","C. alai",1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,"0",1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,"0",1,0,1,1,1,1
"583","Candida","C. albicans",1,0.5,0.5,1,0,0,0.5,1,0,0.5,0,0,1,0,0.5,1,0.5,0.5,1,0,0,0.5,0,1,0.5,"0.5",0.5,0,1,0.5,0,0.5,0,1,0.5,0,1,1,1,0.5,0.5,0,"0.5",1,0,1,1,1,1
"584","Candida","C. alimentaria",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,"0",1,NA,NA,1,1,0,0,0,0,0,1,1,0.5,1,0,0,"0",NA,0,1,1,0,0
"585","Candida","C. allociferrii   ",0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,"1",1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,"0",1,0,1,1,1,1
"586","Candida","C. amapae ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"0",0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,"0",1,0,1,1,1,0
"587","Candida","C. ambrosiae ",1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,"0",1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,1
"588","Candida","C. amphixiae",1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,"1",1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,"0",0,0,1,1,1,0
"589","Candida","C. anatomiae",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5,1,0,1,0,0,"0",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,1,1,0,0
"590","Candida","C. anglica",1,0.5,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,"0",1,0,1,1,1,0
"591","Candida","C. anneliseae ",1,0,0,0,0,0,1,1,0,1,0,0,0.5,0,1,1,1,1,0,1,1,0.5,0,1,0,"1",0.5,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,NA
"592","Candida","C. anutae",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,"0",0,0,1,1,0,0
"593","Candida","C. apicola",1,0,0,0,0,0.5,0,1,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,"0",0.5,0,0.5,1,0,0,0,1,1,0,0,1,1,1,0,0,"0",0,0,1,1,0.5,0
"594","Candida","C. apis",0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,"0",0,0,1,1,1,0
"595","Candida","C. arabinofermentans",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,"0.5",1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,"0",0,0,1,1,1,1
"596","Candida","C. arcana",1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,0,0
"597","Candida","C. asparagi ",1,1,0,0,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,"1",1,0,1,1,0,1,0,1,1,0,0,1,1,NA,1,0,"0",NA,0,1,1,1,0
"598","Candida","C. atakaporum",1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,NA,NA,1,0,"1",0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,"0",1,0,1,1,1,NA
"599","Candida","C. atbi",1,0.5,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0.5,1,0,1,1,0,0,0.5,0,"0",1,0,1,1,0,1,0,1,1,0,0,1,1,0.5,0.5,0,"0",1,0,1,1,1,0
"600","Candida","C. athensensis",1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,"1",1,0,0.5,1,0.5,1,0,1,1,0,1,1,1,1,1,0,"0",1,0,1,1,1,NA
"601","Candida","C. atlantica",0.5,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,"1",1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,"0",0,0,1,1,0,0
"602","Candida","C. atmosphaerica",1,0.5,0.5,0.5,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,"1",1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,"0",0,0,1,1,1,0
"603","Candida","C. auringiensis",1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,"1",0.5,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,"0",1,0,1,1,1,1
"604","Candida","C. aurita ",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,"0",0,0,1,1,0,0
"605","Candida","C. azyma",0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0.5,0.5,"0.5",0,0,1,1,0,0.5,0.5,1,1,0,0,1,0,0.5,0,0,"0",1,0,1,1,1,0
"606","Candida","C. azymoides  ",0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,"0",0,0,1,1,0,1,0.5,1,1,0,0,1,1,0,0,0,"0",1,0,1,1,1,0
"607","Candida","C. barrocoloradensis",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,"0",1,0,1,1,1,0
"608","Candida","C. batistae ",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,"0",0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,"0",0,0,1,1,1,1
"609","Candida","C. bentonensis",1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,"0",0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,"0",1,0,1,1,1,1
"610","Candida","C. berthetii",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0",0,0,1,1,0,0,0,0.5,0.5,0,1,1,1,0,0,1,"1",0.5,0,1,1,1,1
"611","Candida","C. bituminiphila ",1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,"1",1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,"0",0,0,1,1,1,0
"612","Candida","C. blankii",0.5,0.5,1,0.5,0,0,0,1,0,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"0.5",0.5,0,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,0.5,0,"1",1,0,1,1,1,1
"613","Candida","C. blattariae",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,"1",1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,"0",1,0,1,1,1,0
"614","Candida","C. bohiensis",1,1,0.5,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,"0",0.5,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"615","Candida","C. boidinii",1,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0,1,0.5,"0.5",1,1,1,0.5,1,1,0,1,1,0,1,1,0.5,0,0.5,1,"0",0.5,0,1,1,1,0.5
"616","Candida","C. bokatorum",1,0,0.5,0.5,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,NA,NA,1,0,"1",0,0,1,1,0,1,0,1,1,0,0,1,1,1,0.5,0,"0",1,0,1,1,1,NA
"617","Candida","C. boleticola",1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0.5,1,1,0,1,0,"0.5",1,0,1,1,1,1,0,1,1,0,0,1,1,0.5,0,0,"0",1,0,1,1,0.5,0
"618","Candida","C. bolitotheri",1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,NA,NA,1,0,"0",0.5,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,NA
"619","Candida","C. bombi",1,0,1,0,0,0,1,1,0,1,1,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,"0",0,0,0,1,0,0,0,0.5,1,0,0,1,0.5,0.5,0,0,"0",0,0,1,1,1,0.5
"620","Candida","C. bombiphila",1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,"0",0,0,1,1,1,1
"621","Candida","C. boreocaroliniensis",0,0,0,0,0,0,0,1,0,1,1,1,1,0.5,1,1,1,1,0,1,1,1,0,1,1,"1",0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,"0",0.5,0,1,1,1,0
"622","Candida","C. bracarensis ",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0",0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,1,1,1,1
"623","Candida","C. bribrorum ",1,0.5,0,0.5,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,NA,NA,1,0.5,"0.5",0.5,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,NA
"624","Candida","C. bromeliacearum",1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,"0",0,0,1,0.5,0.5,1,0,1,1,0,0,0,0.5,0.5,1,0,NA,1,0,1,1,1,0
"625","Candida","C. beunavistaensis ",1,1,0.5,1,0,0,0.5,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0.5,"0",0,0,1,1,0,1,0,1,1,0,0,0.5,1,1,1,0,"0",1,0,1,1,1,0.5
"626","Candida","C. buinensis",1,1,0,0.5,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,"1",0,0,1,1,0,0,0,0.5,0.5,0,0,1,1,1,1,0,"0",0,0,1,1,1,0
"627","Candida","C. californica ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,"0",0,0,1,1,0,0,0,0,0,0,1,1,1,0,0.5,0,"1",0,0,1,1,1,0
"628","Candida","C. canberraensis ",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,"0",1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,NA,0
"629","Candida","C. carpophila ",1,0.5,0.5,0,0,0.5,0.5,1,0.5,1,0.5,0.5,1,0,1,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,"0.5",0.5,0,1,1,0,1,0.5,0.5,0.5,0,0,1,0.5,0.5,0.5,0,"0",1,0,1,1,1,0.5
"630","Candida","C. caryicola",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,"1",0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"631","Candida","C. caseinolytica",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,"0",0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,"0",1,0,1,1,1,1
"632","Candida","C. castellii",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,0,1,1,1,1
"633","Candida","C. castrensis",0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,"1",0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,"0",0,0,1,1,0,0
"634","Candida","C. catenulata",0.5,0.5,0,0.5,0,0,0,1,0,0,0,0,1,0,0.5,0.5,0,0,0.5,0,0.5,0,0,0.5,0,"0",0.5,0,1,1,0,0.5,0,1,0.5,0,0,1,0,0.5,0.5,0,"0",0.5,0,1,1,1,0.5
"635","Candida","C. cellae ",1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,"0",1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,"0",0,0,1,1,1,1
"636","Candida","C. cerambycidarum",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,"1",1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,"0",0,0,1,1,1,NA
"637","Candida","C. chickasaworum",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0.5,1,0,1,1,NA,NA,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,0.5,1,0,"0",1,0,1,1,1,0
"638","Candida","C. chilensis",1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,"1",1,0,1,1,1,1,0,1,1,0,1,1,1,0,0.5,1,"0",0,0,1,1,0.5,0
"639","Candida","C. choctaworum  ",1,0.5,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,NA,NA,1,0.5,"1",0.5,0,1,1,1,1,0,1,1,0,0,1,1,0.5,1,0,"0",1,0,1,1,1,0
"640","Candida","C. chrysomelidarum ",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"641","Candida","C. cidri  ",1,0,0,0,0,0,0.5,1,0,0,0,0,1,0,1,1,1,0.5,1,0,0,1,1,1,0,"0",1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,"0",0,0,1,1,1,0
"642","Candida","C. coipomoensis",1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0.5,1,0,1,1,1,0,1,0,"1",1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,"0",0,0,1,1,1,0
"643","Candida","C. conglobata",1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,"1",1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,"0",1,0,1,1,1,0
"644","Candida","C. cretensis ",1,1,0,0,NA,NA,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,"1",1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,NA,1,0,1,1,1,0
"645","Candida","C. cylindracea",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,0.5,1,0,0,"0",1,0,1,1,1,0
"646","Candida","C. dajiaensis",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,"0",0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,NA,0,0,1,1,1,0
"647","Candida","C. davenportii  ",1,0,0,0,0,NA,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,1,1,NA,0
"648","Candida","C. deformans ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0",1,0,1,1,1,0,0,1,1,0,1,1,1,1,NA,0,"0",0,0,1,1,1,0
"649","Candida","C. dendrica",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,"0",0,0,1,1,1,0
"650","Candida","C. dendronema",1,1,0.5,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,"1",1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,"0",0,0,1,1,1,0.5
"651","Candida","C. derodonti  ",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,"0",1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,"0",1,0,1,1,1,0
"652","Candida","C. diddensiae",1,1,0.5,0.5,0,0,1,1,0,1,0,0,1,0,0.5,1,1,0.5,0,1,0.5,0.5,0,1,0.5,"0.5",0.5,0,1,1,1,1,0,1,1,0,0,0.5,0.5,1,0.5,0,"0",0.5,0,1,1,1,1
"653","Candida","C. digboiensis ",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1",1,0,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,"0",NA,0,1,1,1,1
"654","Candida","C. diospyri  ",1,1,0,0,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,"1",1,0,1,1,1,1,0,1,1,0,0,1,1,NA,1,0,"0",NA,0,1,1,1,0
"655","Candida","C. diversa",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,"0",0,0,1,0.5,0,0.5,0,1,1,0,0,1,1,0,0,0,"0",0,0,1,1,1,0.5
"656","Candida","C. drosophilae  ",0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0.5,0,"0",0,0,1,1,0,0,0,0.5,1,0,0,1,0,0,0,0,"0",0,0,1,1,1,0
"657","Candida","C. dubliniensis  ",1,1,0,1,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,1,1,1,0,0.5,0,"0",1,0,1,1,1,1
"658","Candida","C. easanensis ",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"1",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,1
"659","Candida","C. elateridarum ",1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,"0",1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,"0",1,0,1,1,1,NA
"660","Candida","C. emberorum ",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,NA
"661","Candida","C. endomychidarum ",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,"1",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,"0",0,0,1,1,1,0
"662","Candida","C. entomophila",1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,"0",1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,"0",0,0,1,1,1,1
"663","Candida","C. ergatensis",1,1,0,0,0,0,0,1,0,1,0,0,1,0.5,1,1,0,1,0,1,1,1,0,1,0,"1",0.5,0,1,1,0,1,0,1,1,0,0,1,0.5,0,1,0,"0",0,0,1,1,0,0
"664","Candida","C. etchellsii",0.5,0,0,0.5,0,0,0,1,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0,0,"0",0.5,0,0.5,1,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,"0",0.5,0,1,1,0.5,0
"665","Candida","C. ethanolica",0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,0.5,0,0,0,0,0,0,0.5,1,0,0,0,0,"1",0,0,1,1,1,1
"666","Candida","C. fennica",1,1,1,1,0.5,0.5,1,1,0,1,0.5,0.5,1,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,"0",1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.5,0,"0.5",1,0,1,1,1,0
"667","Candida","C. fermenticarens",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,"0",0,0,1,1,1,0
"668","Candida","C. floccosa ",1,0,0,0,0,0,0,1,0,0.5,0,0,0,0,1,1,0.5,0,0,0,0,1,1,0,0,"0.5",0,1,1,1,0,0,0,1,1,0,1,0.5,1,0,1,0,"0",0,0,1,1,1,0
"669","Candida","C. floricola",1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,"0",1,0,0.5,1,0,0,0,1,1,0,0,1,0,0.5,0,0,"0",0,0,1,1,1,0
"670","Candida","C. floridensis ",0,0,0,0,0,0,0,1,0,1,1,1,1,0.5,1,1,1,1,0,1,1,1,0,1,1,"0.5",0,0,1,0.5,0,0,0,1,1,1,0,1,0.5,0.5,1,1,"0",0,0,1,1,1,1
"671","Candida","C. floris ",0.5,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,"0",0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,"0",NA,0,1,1,1,1
"672","Candida","C. flosculorum ",1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,1,1,1,1
"673","Candida","C. fluviatilis",1,0,0,0.5,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,0.5,1,1,0.5,1,0,"0",1,0,1,1,1,1
"674","Candida","C. fragi ",1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,"0",1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"675","Candida","C. freyschussii",1,0,0.5,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,1
"676","Candida","C. friedrichii",1,0.5,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,"0.5",1,0,1,1,1,1,1,1,1,0,1,1,1,1,0.5,0,"0",1,0,1,1,0.5,0
"677","Candida","C. frijolesensis ",1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,"0",0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,"0",1,0,1,1,1,0
"678","Candida","C. fructus",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"0",1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"679","Candida","C. fukazawae ",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,"0",1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,"0",1,0,1,1,1,0
"680","Candida","C. fungicola ",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,"0",1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,"0",1,0,1,1,1,0
"681","Candida","C. galacta",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,"0",0,0,1,1,1,0
"682","Candida","C. galis ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,"0",0,0,1,1,1,0
"683","Candida","C. galli",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,"0",0.5,0,1,1,1,0.5,0,1,1,0,1,1,1,1,0,0,"1",1,0,1,1,1,0
"684","Candida","C. gatunensis ",1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,NA
