"","Genus","Species","Glucose_F","Galactose_F","Sucrose_F","Maltose_F","Lactose_F","Raffinose_F","Trehalose_F","Glucose","Inulin","Sucrose","Raffinose","Melibiose","Galactose","Lactose","Trehalose","Maltose","Melezitose","Methyl-?-D-glucoside","Soluble Starch","Cellobiose","Salicin","L-Sorbose","L-Rhamnose","D-Xylose","L-Arabinose","D-Arabinose","D-Ribose","Methanol","Ethanol","Glycerol","Erythritol","Ribitol","Galactitol","D-Mannitol","D-Glucitol","myo-Inositol","DL-Lactate","Succinate","Citrate","D-Gluconate","D-Glucosamine","Nitrate","Vitamin-free","2-Keto-D-gluconate","Starch formation","Growth at 19°C","Growth at 25°C","Growth at 30°C","Growth at 37°C"
"908","Ogataea","O. allantospora ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,"1",1,1,1,1,1,1,0,1,1,0,0,1,1,0.5,0,1,"0",0,0,1,1,1,1
"909","Ogataea","O. chonburiensis ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,"0",0,1,1,1,1,0,0,1,1,0,0,1,1,0,NA,1,"0",0,NA,1,1,1,1
"910","Ogataea","O. corticis ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,"0",0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,"0",NA,NA,1,1,1,1
"911","Ogataea","O. dorogensis ",1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,"1",1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,"0",0,0,1,1,1,1
"912","Ogataea","O. falcaomoraisii ",0.5,0,0.5,NA,0,0,NA,1,0,1,0,0,0,0,1,1,1,0.5,0,1,1,0.5,0.5,1,0,"0",1,0.5,1,0.5,1,1,0,1,1,0,0,1,1,0,0,0,"0",0,0,1,1,1,0.5
"913","Ogataea","O. ganodermae ",1,0,0,0,0,0,NA,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,"0",1,1,1,1,1,1,0,1,1,1,0,1,0,NA,0,0.5,NA,NA,NA,1,1,1,1
"914","Ogataea","O. glucozyma ",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.5,0,1,1,0,"0",1,1,1,1,1,1,0,1,1,0,0,0,1,0.5,0,1,"0",0,0,1,1,1,1
"915","Ogataea","O. henricii ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,1,1,0,1,1,0,"0",1,1,1,1,1,1,0,1,1,0,0,0.5,0,0.5,0,1,"0",0,0,1,1,1,1
"916","Ogataea","O. kodamae ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,1,0.5,"0",1,1,1,1,1,1,0,1,1,0,0,1,0,0.5,0,0,"0",0,0,1,1,1,1
"917","Ogataea","O. methanolica ",1,0,0,0,0,0,1,1,0,0.5,0,0,1,0,1,0,0,0,0,1,1,0.5,0,1,1,"1",1,1,1,1,1,1,1,1,1,0,0.5,1,0,0.5,0,0,"0",0,0,1,1,1,0
"918","Ogataea","O. methylivora ",0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,"1",1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,"0",0,0,1,1,1,1
"919","Ogataea","O. minuta ",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,"0",1,1,1,1,0,1,0,1,1,0,0,0.5,0.5,0.5,0,0.5,"0",0,0,1,1,1,0
"920","Ogataea","O. naganishii ",1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,"0",1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,"0",0,0,1,1,1,1
"921","Ogataea","O. nakhonphanomensis ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,"1",1,1,1,1,1,1,0,1,1,0,NA,1,1,0,NA,1,"0",0,NA,1,1,1,1
"922","Ogataea","O. neopini ",0.5,0,0,0,0,0,NA,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,"0",1,1,0.5,1,1,1,0,1,1,0,0,0.5,1,0.5,0,0,"0.5",1,0,1,1,1,1
"923","Ogataea","O. nitratoaversa ",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,"0",1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,"0",0,0,1,1,1,0
"924","Ogataea","O. nonfermentans ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,"0",1,1,1,1,0,1,0,1,1,0,0,0.5,0.5,0,0,1,"0",0,0,1,1,1,1
"925","Ogataea","O. paradorogensis ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0.5,"0.5",1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,"0",0,0,1,1,1,0
"926","Ogataea","O. philodendri",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.5,"0",1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,"0",0,0,1,1,1,1
"927","Ogataea","O. pilisensis ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,"0",1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,"0.5",0,0,1,1,1,0
"928","Ogataea","O. pini ",0.5,0,0,0,0,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.5,0.5,0.5,0.5,"0.5",0.5,1,0.5,0.5,1,1,0,1,1,0,0,0.5,0.5,0.5,0,0,"0.5",0.5,0,1,1,1,0.5
"929","Ogataea","O. polymorpha ",1,0,0,0,0,0,0.5,1,0,0.5,0,0,0.5,0,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,"0.5",1,1,1,1,1,1,0.5,1,1,0,0,0.5,0.5,0.5,0,1,"0",0,0,1,1,1,1
"930","Ogataea","O. populialbae ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,1,0.5,0,"0",0.5,1,1,0.5,0,0.5,0,1,1,0,0.5,1,1,0.5,0,0,"0",0,0,1,1,1,1
"931","Ogataea","O. ramenticola ",1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.5,0,1,1,1,"1",1,1,1,1,0,1,0,1,1,0,0.5,0.5,0,0.5,1,1,"0.5",0,0,1,1,1,1
"932","Ogataea","O. salicorniae ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"1",1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,"0",0,0,1,1,1,0
"933","Ogataea","O. siamensis ",1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,"0",1,1,1,1,1,1,1,1,1,0,0,1,1,0,NA,1,"0",0,0,1,1,1,1
"934","Ogataea","O. thermomethanolica ",1,0,0,0,0,0,NA,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,"1",1,1,1,1,1,1,0,1,1,0,0,1,1,1,NA,1,"0",0,0,1,1,1,1
"935","Ogataea","O. trehaloabstinens ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,"1",1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,"1",0,0,1,1,1,1
"936","Ogataea","O. trehalophila ",1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,"0.5",1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,"0",0,0,1,1,1,0
"937","Ogataea","O. wickerhamii ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.5,"1",1,1,1,1,1,1,0,1,1,0,0,0.5,0,0.5,0,1,"0",0,0,1,1,1,0
"938","Ogataea","O. zsoltii ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0.5,"0",1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,"0.5",0,0,1,1,1,1
"939","Pachysolen","P. tannophilus",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,"0",0.5,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,"0",0,0,1,1,1,1
"940","Peterozyma","P. toletana",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0.5,0.5,0,1,1,0,0.5,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,0.5,0,0,"0",0,0,1,1,1,0
"941","Peterozyma","P. xylosa",0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0.5,0.5,0,1,1,0,1,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,0.5,0.5,0.5,0,"0",0,0,1,1,1,0
"942","Saprochaete","S. chiloensis",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,"1",0,0,1,1,0,0
"943","Saprochaete","S. clavata",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"0",0,0,1,1,1,1
"944","Saprochaete","S. fungicola",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"0",0.5,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,"0",0,0,1,1,1,1
"945","Saprochaete","S. gigas",1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,0.5,0,0,0,"0",0,0,1,1,1,0
"946","Saprochaete","S. ingens",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,"1",0,0,1,1,1,1
"947","Saprochaete","S. japonica",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,"0",0,0,1,1,1,0
"948","Saprochaete","S. psychrophila",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,1,1,0.5,0,0,0,"0",0,0,1,1,0,0
"949","Saprochaete","S. quercus",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,"1",0,0,1,1,1,0
"950","Saprochaete","S. saccharophila",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"0",0,0,1,1,1,0
"951","Saprochaete","S. suaveolens",1,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,0,0,0,0.5,0.5,0,1,1,0,0,0,0,"0",0,0,1,1,1,0
"952","Schizoblastosporion","S. starkeyi-henricii",0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0,"0",0.5,0,0,0.5,0,0.5,0,0.5,1,0,0,1,0,0.5,0,0,"0",0.5,0,1,1,0.5,0
"953","Sporopachydermia","S. cereana",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,"0.5",0.5,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,"0",0,0,1,1,1,1
"954","Sporopachydermia","S. lactativora",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"0",0,0,1,1,0,0.5,0,0.5,1,1,1,0.5,0,0,0,0,"0",0,0,1,1,1,1
"955","Sporopachydermia","S. quercuum",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"0",0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,"0",0,0,1,1,1,1
"956","Starmerella","S. bombicola",1,0,1,0,0,0.5,0,1,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,"0",0,0,1,1,0,0,0,1,0.5,0,0,0.5,0.5,0.5,0,0,"0",0,0,1,1,1,0.5
"957","Starmerella","S. meliponinorum ",1,0,0.5,0.5,0,0.5,0,1,0,1,1,0,1,0,0,1,0.5,0.5,0,0,0,0.5,0,0,0,"0",1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,"1",0.5,0,1,1,1,0
"958","Trigonopsis","T. californica",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"0",0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,"1",1,0,1,1,1,0
"959","Trigonopsis","T. cantarellii",1,0,0,0,0,0,0,1,0,0,0,0,0.5,0,1,0,0,0,0,0,0,1,0,0.5,0,"0",1,0,1,1,1,0.5,0,1,1,0,0.5,1,0.5,0.5,0.5,0,"1",1,0,1,1,1,0.5
"960","Trigonopsis","T. variabilis",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.5,0,"0",1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,"0",0,NA,1,1,1,1
"961","Trigonopsis","T. vinaria",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0,"0",0.5,0,1,1,0,0,0,0.5,0.5,0,1,1,1,0,1,0,"0",0,0,1,1,1,0
"962","Yarrowia","Y. lipolytica",0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,"0",0.5,0,1,1,1,0.5,0,1,1,0,1,1,1,0.5,0,0,"0",0,0,1,1,1,0.5
"963","Schizosaccharomyces","S. japonicus",1,0,1,0.5,0,1,0,1,0.5,1,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,NA,1,1,1,1
"964","Schizosaccharomyces","S. octosporus",1,0,0,0.5,0,0,0,1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,"0",0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,NA,1,1,1,0.5
"965","Schizosaccharomyces","S. pombe",1,0,1,0.5,0,0.5,0,1,0,1,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,"0",0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,"0",NA,NA,1,1,1,0
"966","Protomyces","P. gravidus",0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,"1",0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,"0",0,1,1,1,NA,0
"967","Protomyces","P. inouyei",0,0,0,0,0,0,0,1,1,1,1,0,0.5,0,1,1,1,1,1,1,1,0,0,1,1,"1",0,0,0,1,0,1,0.5,1,1,0,1,1,0.5,0,0,0.5,"0",0,1,1,1,NA,0
"968","Protomyces","P. inundatus",0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0.5,1,0,0,0,0,1,0,"1",0,0,0,1,0,1,0,1,1,0,0.5,1,1,0,0,1,"0",0,0.5,1,0,0,0
"969","Protomyces","P. lactucaedebilis",0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,"1",1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,"0",0,NA,1,1,NA,0
"970","Protomyces","P. macrosporus",0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,"0",0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,"0",0,1,1,NA,NA,0
"971","Protomyces","P. pachydermus",0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0.5,0,0.5,0,"0.5",0,0,0,1,0,0.5,0.5,1,1,0,0.5,0.5,1,0,0,0.5,"0",0,1,1,0,0,0
"972","Saitoella","S. complicata",0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,"1",0.5,0,1,1,0,1,0,1,1,0,1,1,1,0.5,0,1,"1",0,0,1,1,1,0
"973","Lalaria","L. arrabidae  ",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,"0",0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,"0",NA,1,1,1,0,0
"974","Lalaria","L. carpini  ",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0.5,"0.5",0.5,0,1,1,0,0.5,0,1,1,0.5,0,1,1,1,0.5,1,"0",NA,1,1,1,0,0
"975","Lalaria","L. inositophila  ",0,0,0,0,0,0,0,1,0,1,1,0,0.5,0,1,1,1,0.5,0.5,1,1,0.5,0,0.5,0.5,"0.5",0.5,0,0.5,1,0,0.5,0,1,1,0.5,0.5,1,1,0.5,0.5,1,"0.5",NA,1,1,1,0,0
"976","Lalaria","L. kurtzmanii ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"0",0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,"0",NA,1,1,1,0,0
"977","Lalaria","L. veronaerambellii  ",0,0,0,0,0,0,0,1,0,1,1,0,0.5,0,1,1,1,0,0.5,1,1,0,0,1,0.5,"s",0.5,0,0,1,0,0,0,0.5,0.5,0,0,1,1,0,0.5,1,"0",NA,1,1,1,0,0
"978","Taphrina","T. alni ",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0.5,0,0,1,0,"0.5",0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,"w",NA,1,1,0.5,0,0
"979","Taphrina","T. americana",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,"1",NA,1,1,1,0,0
"980","Taphrina","T. betulina",0,0,0,0,0,0,0,1,0.5,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0.5,1,"0.5",0.5,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,"0.5",NA,1,1,0.5,0,0
"981","Taphrina","T. caerulescens",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0.5,0,1,0,"0",0,0,0,0.5,0,0.5,0,1,0.5,0,0,1,1,0,1,1,"0.5",NA,0.5,1,1,0,0
"982","Taphrina","T. carpini",0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,"1",1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,"1",NA,1,1,1,0,0
"983","Taphrina","T. communis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.5,0.5,0.5,0,1,0,"0.5",0.5,0,0.5,1,0,0.5,0,1,1,0,0,1,0,0,0.5,1,"0.5",NA,1,1,1,0,0
"984","Taphrina","T. confusa",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,"0",0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,"0",NA,1,1,1,0,0
"985","Taphrina","T. dearnessii",0,0,0,0,0,0,0,1,0.5,1,1,0,0,0,1,0,0,0,1,1,0.5,0,0,0.5,1,"0",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.5,1,"1",NA,1,1,1,0,0
"986","Taphrina","T. deformans ",0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0.5,0,0,0,0.5,1,1,0.5,0,1,0,"0",0,0,0.5,0.5,0,0,0,1,1,0,0,0.5,0,0,0,1,"0.5",NA,0.5,1,1,0,0
"987","Taphrina","T. epiphylla",0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,"0",1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,"1",NA,1,1,1,0,0
"988","Taphrina","T. flavorubra",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,"1",NA,1,1,1,0,0
"989","Taphrina","T. johansonii",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,"0",0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,"1",NA,1,1,1,0,0
"990","Taphrina","T. letifera",0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,"0",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"0",NA,1,1,0,0,0
"991","Taphrina","T. mirabilis",0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,"1",0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,"1",NA,1,1,1,0,0
"992","Taphrina","T. padi",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,"1",0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,"0",NA,1,1,1,0,0
"993","Taphrina","T. populina",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"0.5",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.5,1,"1",NA,1,1,1,0,0
"994","Taphrina","T. populi-salicis",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,"0",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"1",NA,1,1,0.5,0,0
"995","Taphrina","T. pruni",0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,"0",0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,"0",NA,1,1,0.5,0,0
"996","Taphrina","T. pruni-subcordatae",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,"0",0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,"1",NA,1,1,0.5,0,0
"997","Taphrina","T. robinsoniana",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.5,0.5,0.5,1,1,0,0,1,1,"0",0,0,0.5,1,0,0.5,0,1,0,0,0.5,1,1,0,0,1,"1",NA,1,1,0.5,0,0
"998","Taphrina","T. sacchari",0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,"0",0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,"1",NA,1,1,1,0,0
"999","Taphrina","T. sadebeckii",0,0,0,0,0,0,0,1,1,1,0.5,0,0,0,0,0,1,0,1,1,1,0,0,1,0,"0",0,0,0.5,1,0,0,0,1,0.5,0,0,1,1,0,0,1,"0",NA,1,1,1,0,0
"1000","Taphrina","T. tormentillae",0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0.5,0,1,1,"1",0,0,1,1,0,0,0,0.5,1,0,0,1,1,1,0.5,1,"0",NA,1,1,1,0,0
"1001","Taphrina","T. tosquinetii",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,"0",0,0,0.5,1,0,0,0,1,1,0,0,1,0,0,0,1,"1",NA,1,1,1,0,0
"1002","Taphrina","T. ulmi",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,"1",0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,"0",NA,1,1,1,0,0
"1003","Taphrina","T. vestergrenii",0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"1",NA,1,1,0,0,0
"1004","Taphrina","T. virginica",0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,"1",1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,"1",NA,1,1,1,0,0
"1005","Taphrina","T. wiesneri",0,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,1,0,0,0,1,1,1,0.5,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,0.5,0.5,1,"1",NA,1,1,1,0,0
