Genus,Species,Glucose_F,Galactose_F,Sucrose_F,Maltose_F,Lactose_F,Raffinose_F,Trehalose_F,Glucose,Inulin,Sucrose,Raffinose,Melibiose,Galactose,Lactose,Trehalose,Maltose,Melezitose,Methyl-?-D-glucoside,Soluble Starch,Cellobiose,Salicin,L-Sorbose,L-Rhamnose,D-Xylose,L-Arabinose,D-Arabinose,D-Ribose,Methanol,Ethanol,Glycerol,Erythritol,Ribitol,Galactitol,D-Mannitol,D-Glucitol,myo-Inositol,DL-Lactate,Succinate,Citrate,D-Gluconate,D-Glucosamine,N-Acetyl-D-glucosamine,Hexadecane,Nitrate,Nitrite,Vitamin-free,2-Keto-D-gluconate,5-Keto-D-gluconate,Saccharate,Xylitol,L-Arabinitol,Arbutin,"Propane 1,2 diol","Butane 2,3 diol",Cadaverine,Creatinine,L-Lysine,Ethylamine,50% Glucose,10% NaCl/5% glucose,Starch formation,Urease,Gelatin liquefaction,0.01% Cycloheximide,0.1% Cycloheximide,Growth at 19°C,Growth at 25°C,Growth at 30°C,Growth at 35°C,Growth at 37°C,Growth at 40°C,Growth at 45°C
Myxozyma,M. kluyveri,0,0,0,0,0,0,0,1,0.5,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0.5,0,1,0.5,1,0,0,0,0,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,1,1,1,NA,0,0,0
Myxozyma,M. lipomycoides,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,1,1,1,NA,0,0,0
Myxozyma,M. melibiosi,0,0,0,0,0,0,0,1,0,0,0,1,1,0.5,0,0,0,0,0,1,1,0.5,0,1,1,1,1,0,1,1,0,1,0,0.5,1,1,0,1,0,1,0,0,0,0,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,1,1,1,NA,0,0,0
Myxozyma,M. monticola,0,0,0,0,0,0,0,1,0,1,0.5,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0.5,0,0,0,0,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,1,1,1,NA,0,0,0
Myxozyma,M. mucilagina,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.5,1,1,1,0,1,1,1,1,1,1,0.5,0.5,0,1,1,0,1,0,1,1,0,0.5,1,1,1,0,0,0,0,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,1,1,1,1,1,NA,NA
Myxozyma,M. neglecta,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,NA,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,0,0,0
Myxozyma,M. neotropica,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,NA,NA,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,0,0,0
Myxozyma,M. nipponensis,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,0,0,0
Myxozyma,M. sirexii,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA
Myxozyma,M. udenii,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,1,1,1,1,1,NA,NA
Myxozyma,M. vanderwaltii,0,0,0,0,0,0,0,1,0,1,0,0,1,0.5,1,1,1,1,0,1,1,1,0,1,1,1,0.5,0,1,1,0,1,0,0,1,0,1,0.5,0,1,0,0,0,0,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,1,1,1,NA,0,0,0
Aciculoconidium,A. aculeatum,1,0,0.5,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0.5,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,1,1,1,1,1,0,0,0,0
Clavispora,C. lusitaniae,1,0.5,0.5,0.5,0,0,0.5,1,0,0.5,0,0,0.5,0,1,0.5,0.5,0.5,0,1,0.5,1,1,1,0,0.5,0.5,0,1,1,0,0.5,0,1,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0.5,NA,0,NA,0,1,NA,1,1,1,1,1,NA,NA
Clavispora,C. opuntiae,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0.5,0.5,1,1,0,NA,0,1,NA,NA,0.5,NA,NA,NA,NA,1,NA,0,1,0,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Hyphopichia,H. burtonii,1,0.5,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0.5,1,1,1,1,0.5,0,1,0.5,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0.5,1,1,1,0,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,NA,NA,1,1,1,NA,0.5,NA,NA
Hyphopichia,H. heimii,1,1,1,0.5,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,1,0,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,NA,NA,1,1,1,NA,0,0,0
Kodamaea,K. anthophila ,1,NA,NA,NA,NA,NA,NA,1,0.5,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Kodamaea,K. kakaduensis,1,NA,NA,NA,NA,NA,NA,1,0.5,1,1,0,0.5,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0.5,0,1,1,1,0,0,0,1,NA,NA,0.5,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,0.5,0.5,NA,NA
Kodamaea,K. laetipori,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,NA,NA,NA,0,NA,0,1,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,NA,1,1,1,1,1,1,NA,NA,NA
Kodamaea,K. nitidulidarum,1,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Kodamaea,K. ohmeri,1,1,1,0.5,0,1,0.5,1,0.5,1,1,0,1,0,1,1,0.5,1,0,1,0.5,1,0,0.5,0,0,0.5,0,1,1,0,0.5,0,1,0.5,0,0,0.5,1,0,1,1,1,0,0,0,1,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0.5,0,1,1,1,1,1,NA,NA
Metschnikowia,M. aberdeeniae,1,0,0,0,0,0,0.5,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. agaves,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Metschnikowia,M. andauensis,1,0,0,0,0,0,0,1,0,1,0,0,1,NA,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,NA,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,1,NA,0,NA,NA,0,0,1,1,1,1,0,0,0
Metschnikowia,M. arizonensis ,1,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0,0.5,1,1,0,0,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0.5,NA,0,1,0,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. australis,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.5,0,0,1,1,0.5,0,0.5,0,0,0,0,1,1,0,1,0,1,1,0,0,0.5,0,0,0,1,0,0,0,0,0,NA,NA,0.5,NA,NA,NA,NA,0.5,NA,1,0.5,0,NA,0,NA,0,0,0,1,1,0,0,0,0,0
Metschnikowia,M. bicuspidata var. bicuspidata,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.5,0,0,1,0.5,1,0,0.5,0,0,0,0,0.5,0.5,0,0,0,1,1,0,0,0.5,0,1,0.5,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0.5,NA,0,NA,0,0,0,1,1,0.5,NA,0,0,0
Metschnikowia,M. bicuspidata var. californica,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.5,1,0,1,0.5,1,0,0.5,0,0,0,0,0.5,0.5,0,0,0,1,1,0,0,0.5,0,1,0.5,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0.5,NA,0,NA,0,1,1,1,1,0.5,NA,0,0,0
Metschnikowia,M. bicuspidata var. chathamia,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.5,1,0,1,0.5,1,0,0.5,0,0,0,0,0.5,0.5,0,0,0,1,1,0,0,0.5,0,0,0.5,1,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0.5,NA,0,NA,0,1,0,1,1,1,0,0,0,0
Metschnikowia,M. borealis ,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0.5,1,0.5,0,1,1,0,0,0,0.5,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,1,NA,NA,NA
Metschnikowia,M. cerradonensis ,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,0,0,0,0
Metschnikowia,M. chrysoperlae ,1,0.5,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,0,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. colocasiae ,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. continentalis ,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0.5,0,1,1,0,0,0,0.5,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. corniflorae ,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,NA,NA,0,0,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,1,1,0,0,0,0,0
Metschnikowia,M. dekortorum ,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0.5,1,0,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. drosophilae ,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Metschnikowia,M. fructicola ,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. gruessii,1,0,0,0,0,0,0,1,0,1,0,0,0.5,0,0,1,1,0,0,1,1,1,0,0.5,0,0,0.5,0,1,1,0,0,0,0.5,0.5,0,0,1,0,0.5,0.5,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. hamakuensis,1,0,0,0,0,0,0.5,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,0,0,0,0,0
Metschnikowia,M. hawaiiensis,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,0,0,0,0
Metschnikowia,M. hibisci ,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0.5,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. kamakouana ,1,0,0,0,0,0,0.5,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,0,0,0,0,0
Metschnikowia,M. koreensis ,1,0,0,0,0,0,0,1,0,1,0,0,0.5,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0.5,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. krissii,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. kunwiensis ,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0.5,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. lachancei ,1,0,0,0,0,0,0,1,0,1,0,0,0.5,0,0,1,1,0,0,1,1,0.5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. lochheadii ,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0.5,0,1,1,1,0,1,0,0,0,0,0.5,0.5,0,0.5,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,NA,NA,0.5,NA,NA,NA,NA,1,NA,0.5,1,0.5,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. lunata,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0.5,0,1,1,0.5,0,1,0,0,0,0,0.5,1,0,0.5,0,1,1,0,0,1,1,1,0.5,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Metschnikowia,M. mauinuiana ,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,0,0,0,0,0
Metschnikowia,M. noctiluminum ,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,NA,NA,0,0,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. orientalis ,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0.5,0,1,1,0,1,0,1,1,0,0,1,0.5,1,1,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,0,0,0,0
Metschnikowia,M. pulcherrima,1,0.5,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0.5,0,0.5,0,0,0.5,0,1,1,0,0.5,0,1,1,0,0.5,1,1,1,0.5,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0.5,NA,0,NA,0,0,0,1,1,0.5,NA,0,0,0
Metschnikowia,M. reukaufii,1,0.5,0,0,0,0,0,1,0,1,0,0,0.5,0,0.5,1,1,0.5,0,1,1,1,0,0.5,0,0.5,0.5,0,0.5,1,0,0.5,0,1,1,0,0,1,0.5,1,0.5,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0.5,NA,0,NA,0.5,0,0,1,1,1,NA,0.5,NA,NA
Metschnikowia,M. santaceciliae ,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,1,0,0,1,1,NA,1,0,0,0
Metschnikowia,M. shanxiensis ,1,1,0,0,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,NA,0,0,1,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,NA,NA,NA,1,1,NA,1,0,0,0
Metschnikowia,M. similis ,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0.5,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0.5,0,0,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,1,NA,0,NA,0,0,0,1,1,1,0,0,0,0
Metschnikowia,M. sinensis ,1,1,0,0,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,NA,0,0,1,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,NA,NA,NA,1,1,1,1,0,0,0
Metschnikowia,M. vanudenii ,1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,1,1,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0.5,0,0,1,1,1,NA,0,0,0
Metschnikowia,M. viticola ,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,NA,0,0,1,1,1,0,0,0,0
Metschnikowia,M. zizyphicola ,1,0,0,0,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,NA,0,0,1,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,NA,NA,NA,1,1,1,NA,0,0,0
Metschnikowia,M. zobellii,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0.5,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,1,0,1,1,1,NA,0,0,0
Komagataella,K. pastoris,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0.5,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,NA,0,NA,NA,1,1,1,1,1,NA,NA
Komagataella,K. phaffii,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0.5,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,1,1,1,1,1,NA,NA
Komagataella,K. pseudopastoris,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.5,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA
Phaffomyces,P. antillensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,1,1,0,0,0,0.5,0,0,1,1,1,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,1,1,1,NA,0.5,NA,NA
Phaffomyces,P. opuntiae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,1,1,1,NA,0,0,0
Phaffomyces,P. thermotolerans,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0,0,0,0,1,1,0,0,0,1,0.5,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,1,1,1,1,1,NA,NA
Brettanomyces,B. custersianus,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,1,1,1,1,1,1,1,0,0
Brettanomyces,B. naardenensis,1,0.5,0,0,0,0,0.5,1,0,0,0,0,0.5,0,1,0.5,0,0,0.5,1,0.5,0,0.5,1,0,0.5,0,0,1,0,0,0.5,0,0.5,1,0,0.5,1,0,0,0.5,NA,NA,0,NA,0,0.5,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,1,1,1,1,0.5,0,0,0,0
Brettanomyces,B. nanus,1,1,0,0,0,0,0,1,0,0,0,0,1,0.5,0.5,0,0,0,0,1,1,0,1,0.5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,1,0,1,1,1,0,0,0,0
Dekkera,D. anomala,1,1,1,0.5,0.5,0.5,0.5,1,0,1,0.5,0,1,0.5,1,0.5,0.5,0.5,0,1,1,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0.5,0.5,0,0,1,1,NA,0.5,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,1,0.5,1,1,1,1,1,NA,NA
Dekkera,D. bruxellensis,1,0.5,0.5,0.5,0,0,0.5,1,0,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,1,1,0.5,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,1,0.5,1,1,1,1,1,NA,NA
Kregervanrija,K. delftensis,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,NA,NA,1,1,1,NA,0,0,0
