,Glucose_F,Galactose_F,Sucrose_F,Maltose_F,Lactose_F,Raffinose_F,Trehalose_F,Glucose,Inulin,Sucrose,Raffinose,Melibiose,Galactose,Lactose,Trehalose,Maltose,Melezitose,Methyl-?-D-glucoside,Soluble Starch,Cellobiose,Salicin,L-Sorbose,L-Rhamnose,D-Xylose,L-Arabinose,D-Arabinose,D-Ribose,Methanol,Ethanol,Glycerol,Erythritol,Ribitol,Galactitol,D-Mannitol,D-Glucitol,myo-Inositol,DL-Lactate,Succinate,Citrate,D-Gluconate,D-Glucosamine,Nitrate,Vitamin-free,2-Keto-D-gluconate,Starch formation,Growth at 19°C,Growth at 25°C,Growth at 30°C,Growth at 37°C
Metschnikowia,1,0,0,0,0,0,0,1,0,1,0,0,1,NA,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0,0.5,1,1,0,0,1,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Metschnikowia,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.5,0,0,1,1,0.5,0,0.5,0,0,0,0,1,1,0,1,0,1,1,0,0,0.5,0,0,0,0,0,0,0,1,1,0,0
Metschnikowia,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.5,0,0,1,0.5,1,0,0.5,0,0,0,0,0.5,0.5,0,0,0,1,1,0,0,0.5,0,1,0.5,0,0,1,0,1,1,0.5,0
Metschnikowia,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.5,1,0,1,0.5,1,0,0.5,0,0,0,0,0.5,0.5,0,0,0,1,1,0,0,0.5,0,1,0.5,0,0,1,0,1,1,0.5,0
Metschnikowia,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.5,1,0,1,0.5,1,0,0.5,0,0,0,0,0.5,0.5,0,0,0,1,1,0,0,0.5,0,0,0.5,0,0,0,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0.5,1,0.5,0,0,0,0.5,0,1,1,1,NA
Metschnikowia,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0
Metschnikowia,1,0.5,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0.5,0,0,0,0.5,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0
Metschnikowia,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0.5,1,0,1,0,0,1,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1
Metschnikowia,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,0,1,0,1,0,0,0.5,0,0,1,1,0,0,1,1,1,0,0.5,0,0,0.5,0,1,1,0,0,0,0.5,0.5,0,0,1,0,0.5,0.5,0,0,1,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,0.5,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0
Metschnikowia,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0.5,0,0,1,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,0.5,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0
Metschnikowia,1,0,0,0,0,0,0,1,0,1,0,0,0.5,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0
Metschnikowia,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0.5,1,1,0,0,1,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,0,1,0,1,0,0,0.5,0,0,1,1,0,0,1,1,0.5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0.5,0,1,1,1,0,1,0,0,0,0,0.5,0.5,0,0.5,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0.5,0,1,1,0.5,0,1,0,0,0,0,0.5,1,0,0.5,0,1,1,0,0,1,1,1,0.5,0,0,1,0,1,1,1,1
Metschnikowia,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0
Metschnikowia,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0.5,0,1,1,0,1,0,1,1,0,0,1,0.5,1,1,0,0,1,0,1,1,1,0
Metschnikowia,1,0.5,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0.5,0,0.5,0,0,0.5,0,1,1,0,0.5,0,1,1,0,0.5,1,1,1,0.5,0,0,1,0,1,1,0.5,0
Metschnikowia,1,0.5,0,0,0,0,0,1,0,1,0,0,0.5,0,0.5,1,1,0.5,0,1,1,1,0,0.5,0,0.5,0.5,0,0.5,1,0,0.5,0,1,1,0,0,1,0.5,1,0.5,0,0,1,0,1,1,1,0.5
Metschnikowia,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,NA,0
Metschnikowia,1,1,0,0,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,NA,0,0,1,0,NA,0,0,0,NA,0,1,1,NA,0
Metschnikowia,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0.5,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0.5,0,0,1,0,0,1,0,1,1,1,0
Metschnikowia,1,1,0,0,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,NA,0,0,1,0,NA,0,0,0,NA,0,1,1,1,0
Metschnikowia,1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,1,1,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0
Metschnikowia,1,0,0,0,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,NA,0,0,1,0,NA,0,0,0,NA,0,1,1,1,0
Metschnikowia,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0.5,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Komagataella,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0.5,0,0,0,0,0,0,1,1,1,1
Komagataella,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0.5,0,0,0,0,0,0,1,1,1,1
Komagataella,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.5,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,NA
Phaffomyces,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,1,1,0,0,0,0.5,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0.5
Phaffomyces,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0
Phaffomyces,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0,0,0,0,1,1,0,0,0,1,0.5,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Brettanomyces,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Brettanomyces,1,0.5,0,0,0,0,0.5,1,0,0,0,0,0.5,0,1,0.5,0,0,0.5,1,0.5,0,0.5,1,0,0.5,0,0,1,0,0,0.5,0,0.5,1,0,0.5,1,0,0,0.5,0,0,0.5,0,1,1,0.5,0
Brettanomyces,1,1,0,0,0,0,0,1,0,0,0,0,1,0.5,0.5,0,0,0,0,1,1,0,1,0.5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Dekkera,1,1,1,0.5,0.5,0.5,0.5,1,0,1,0.5,0,1,0.5,1,0.5,0.5,0.5,0,1,1,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0.5,0.5,0,0,1,0.5,0,0,0,1,1,1,1
Dekkera,1,0.5,0.5,0.5,0,0,0.5,1,0,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,1,1,1,1
Kregervanrija,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Kregervanrija,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0.5,0,1,1,0,0.5,1,0,0,0,0,0,0,0,1,1,NA,0
Kregervanrija,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,0
Pichia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1
Pichia,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,0,1,0,0,0,0,1,1,1,1
Pichia,1,0,0,0,0,0,NA,1,NA,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,NA,NA,NA,1,0,1,1,0,0,NA,0,1,1,NA,NA,0,1,NA,NA,1,1,1,1
Pichia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0.5
Pichia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Pichia,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0.5
Pichia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0
Pichia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1
Pichia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,1,1,1,1
Pichia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,0,1,0,0,0,0,1,1,1,0.5
Pichia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1
Pichia,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0.5,1,0.5,0,1,0,0.5,0,0,1,1,1,1
Pichia,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0,1,1,1,0
Pichia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,1,1,1,0
Pichia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1
Pichia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1
Pichia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,0,1,0,0,0,0,1,1,1,1
Pichia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0
Pichia,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0,1,1,1,0
Pichia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,1,1,1,0.5
Saturnispora,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Saturnispora,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Saturnispora,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.5,1,0,0,0,0,0,0,0,1,1,1,0
Saturnispora,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Saturnispora,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0.5,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Saturnispora,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Saturnispora,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Cyniclomyces,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,1
Eremothecium,0.5,0,0.5,0.5,0,0.5,0.5,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,1,1,1,1
Eremothecium,1,0,1,1,0,0.5,1,1,0,1,1,0,0,0,1,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
Eremothecium,0,0,0,0,0,0,0,1,0,1,1,0.5,0.5,0,1,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,1,1,0.5
Eremothecium,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0.5,0,0,1,1,0.5,0,0,0,0,0,1,1,1,1
Eremothecium,0.5,0,0.5,0.5,0,0,0.5,1,0,1,0,0,0,0,0.5,1,0,0,1,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Kazachstania,1,1,0,0.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0.5,0,0,0,1,0,0,0,0,0,NA,0,1,1,1,1
Kazachstania,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0.5
Kazachstania,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,1
Kazachstania,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,NA,0,NA,1,0.5,0
Kazachstania,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,NA,1,1,1
Kazachstania,1,1,0.5,0,0,0.5,0.5,1,0,1,1,0.5,1,0,1,1,0,0,0,0.5,0,0,0,1,0.5,0,0.5,0,0,1,0,0,0,1,0,0,0.5,0,0,0.5,0,0,0,NA,0,1,1,1,1
Kazachstania,1,1,1,0,0,0.5,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0,0,0,NA,NA,1,1,1,0
Kazachstania,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,NA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,1,1,1,0
Kazachstania,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,NA,0,1,1,0,0,1,1,0,0,0,0,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,0
Kazachstania,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1
Kazachstania,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,0
Kazachstania,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,1,NA
Kazachstania,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,0
Kazachstania,1,1,0.5,0.5,0,1,1,1,0,1,1,0,1,0,1,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0.5,0,0,0,0,NA,1,1,1,0
Kazachstania,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0,NA,0,1,1,1,0
Kazachstania,1,1,0.5,0,0,1,0.5,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,1,0,0,0,1,0,1,1,1,0.5
Kazachstania,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0.5,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0.5
Kazachstania,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,NA,1,1,1
Kazachstania,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,0
Kazachstania,1,1,0,0,0,0,0,1,0,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,NA,0,1,1,1,0.5
Kazachstania,1,1,0,0,0,0,0,1,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
Kazachstania,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,1,1,1,0.5
Kazachstania,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1
Kazachstania,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,NA,0,1,1,1,1
Kazachstania,1,1,0,0,0,0,0.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0.5,1,0,0,NA,0,0,NA,0,NA,1,1,1
Kazachstania,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,1
Kazachstania,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
Kazachstania,0.5,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5
Kazachstania,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,NA,0,1,1,1,1
Kazachstania,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
Kazachstania,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Kazachstania,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,NA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,1,1,1,0
Kluyveromyces,1,0.5,1,0,0,1,0,1,0,1,0.5,0,1,1,0,0.5,0,0.5,0,1,1,0,0,0,0,0,0,0,0.5,1,0,0,0,0.5,0.5,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Kluyveromyces,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0
Kluyveromyces,1,1,0.5,0.5,1,0.5,0.5,1,0.5,1,0.5,0,1,1,1,0.5,1,0.5,0,1,1,0.5,0,0.5,0,0,0,0,1,0.5,0,0.5,0,1,1,0,0.5,1,0,0,0,0,0,0,0,1,1,1,0.5
Kluyveromyces,1,1,0.5,0.5,0,0.5,0.5,1,0.5,1,0.5,0,1,1,1,0.5,1,0.5,0,1,1,0.5,0,0.5,0,0,0,0,1,0.5,0,0.5,0,1,1,0,0.5,1,0,0,0,0,0,0,0,1,1,1,1
